tweet_id,tweet_text,tweet_created_at,tweet_source,tweet_retweet_count,tweet_favorite_count,user_followers_count,user_created_at,victim_location,tweet_url
1623604431882158081,"Bu paylaşım uyarı amaçlıdır.
Devlet yetkilileri yağma olayları için yok veya münferit dese de
Gelen videolar öyle demiyor
Bu yağmaların önüne geçilmezse, ortalık durulduktan sonra bu topraklar çok şeye gebe
#deprem #yağma #talan #vicdansızlar #hatay #iskenderun #malatya #Adiyaman",2023-02-09 08:47:16+00:00,Twitter Web App,0,0,37,2014-03-09 14:13:11+00:00,,https://twitter.com/twitter/statuses/1623604431882158081
1623601450805862401,"Bu yağma yapan insan kılıklı vatan hainlerini ülkemde istemiyorum..
Millet can derdinde bunlar şerefsizlik derdinde ..!!!⚠️⚠️
#hatay #gaziantep #Kahramanmaras #sanliurfa #ADIYAMAN #adana #iskenderun #depremden",2023-02-09 08:35:25+00:00,Twitter for Android,1,2,4863,2013-09-27 06:08:24+00:00,,https://twitter.com/twitter/statuses/1623601450805862401
1623562114387378179,"Hatay iskenderun da yasiyoruz
Babamin dukkanina yagma yaptilar
Bizim mahalleye yagmaya suriler geliyor
Polisler yardim edemeyiz diyor
Mahallede silahli kavga cikti
Nolur duyurun @12numaraorg @sports1hds @jahreindota @gutitoli @siyahcoraplilar #deprem #iskenderun #hatay",2023-02-09 05:59:07+00:00,Twitter Web App,9,8,38,2020-10-26 06:49:28+00:00,,https://twitter.com/twitter/statuses/1623562114387378179
1623556153723748356,"Bu yağma yapan insan kılıklı vatan hainlerini ülkemde istemiyorum..
Millet can derdinde bunlar şerefsizlik derdinde ..!!!⚠️⚠️
#hatay #gaziantep #Kahramanmaras #sanliurfa #ADIYAMAN #adana #iskenderun #depremden",2023-02-09 05:35:25+00:00,Twitter for iPhone,8,27,16222,2016-01-05 19:19:00+00:00,,https://twitter.com/twitter/statuses/1623556153723748356
1623430095175032833,"Bakin tekrar yaziyorum. Bunu lütfen yetkililere iletin. Hatayda türkce bilmeyen insanlar yagma yapiyor. Soru sorduklarinda arapca Cevap veriyorlar. 1  su 1 makarna alamayan insanlar var. Aldiklari da bicak zoruyla gasp ediliyor. Iskenderun karaagacta olmus 
#iskenderun 
#deprem",2023-02-08 21:14:31+00:00,Twitter for iPhone,8,11,1528,2013-12-19 19:13:41+00:00,,https://twitter.com/twitter/statuses/1623430095175032833
1623364825039441923,"Hatay İskenderun zor durumda. Insanlar yagma yapmaya baslamis. Gelen yardim tirlarindaki yardimlardan alamayan insanlar var. Kiz kardesim yemek su cocuk bezi almak icin gidip 1 Paket cocuk beziyle geri dönmüs. Polis veya jandarma kontrolu saglamali 
#iskenderun 
#deprem",2023-02-08 16:55:09+00:00,Twitter for iPhone,2,2,1528,2013-12-19 19:13:41+00:00,,https://twitter.com/twitter/statuses/1623364825039441923
1623315216858488832,"@TC_icisleri önce hatay ‘daki kalleş kaçak arapları yakalamanız tutuklamanız gerekezmi?! marketleri yagmalıyorlar, evlere girerek talan yagma tehditle saldırıyorlarmış o şerefszler!acil hatay’a iskenderun’a ve diger olan yerlerine güvenlik acil tedbirltfn!!!çok acilll!! https://t.co/Ys9ehsTNbe",2023-02-08 13:38:02+00:00,Twitter for iPhone,0,0,157,2020-11-28 09:05:39+00:00,https://t.co/Ys9ehsTNbe,https://twitter.com/twitter/statuses/1623315216858488832
1623263028065013760,"@Roket_atar1 Hırsızlık ve yağma olayları başladı. İvedilikle ordu bölgeye asayiş için intikal etmeli ve vur emri verilsin!
#soydular #yagma #deprem  #akut #oguzhan
#hatay #iskenderun 
@jahreindota
 
@OguzhanUgur
 
@haluklevent
 
@TSKGnkur
 
@jandarma
 
TSK KIŞLALARDAN ÇIKSIN ARTIK!",2023-02-08 10:10:39+00:00,Twitter Web App,0,1,310,2019-07-04 23:10:19+00:00,,https://twitter.com/twitter/statuses/1623263028065013760
1623262973966811137,"Hırsızlık ve yağma olayları başladı. İvedilikle ordu bölgeye asayiş için intikal etmeli ve vur emri verilsin!
#soydular #yagma #deprem  #akut #oguzhan
#hatay #iskenderun 
@jahreindota @OguzhanUgur @haluklevent @TSKGnkur @jandarma 
TSK KIŞLALARDAN ÇIKSIN ARTIK!",2023-02-08 10:10:26+00:00,Twitter Web App,1,2,310,2019-07-04 23:10:19+00:00,,https://twitter.com/twitter/statuses/1623262973966811137
1623258857442013185,"@MehmetBTOPDAG @aykiricomtr Burası bugün, iskenderun. Al sana yağma. O tıra daha sonradan hasar verdiler. Farını patlattlılar. Zor kurtardık şoförü. 

İnanmıyorsan gel gör. Oturduğun yerden sallamak kolay. https://t.co/4Hkl3Bo1iv",2023-02-08 09:54:04+00:00,Twitter for iPhone,1,1,1,2022-11-11 04:59:26+00:00,https://t.co/4Hkl3Bo1iv,https://twitter.com/twitter/statuses/1623258857442013185
1623258631629070337,"Güya muhalif olan CHP'nin kanalı Halk TV, Suriyeli çetelerin yağma yaptığı söylenince adamı yayından aldılar. 

""Çok da öyle demeyelim diye"" susturdu spiker! 
#hatay #antakya #Kahramanmaraş #adıyaman #deprem #hatayyardimbekliyor #adana #iskenderun #kayseri #yağma https://t.co/LrvgR2RDBS",2023-02-08 09:53:11+00:00,Twitter for Android,0,1,198,2022-08-27 08:10:35+00:00,https://t.co/LrvgR2RDBS,https://twitter.com/twitter/statuses/1623258631629070337
1623254100165943297,Hatayspor başkanını dinlediniz mi Suriyeliler yağma yapıyor diyor insanları korkutarak mallarına çöküyor diyor gelen yardımlara musallat oluyorlar diyor iç savaş başladı diyor harekete geçin lütfen #hatay #iskenderun @haluklevent @ahbap @OguzhanUgur,2023-02-08 09:35:10+00:00,Twitter for iPhone,0,1,42,2017-08-05 16:38:39+00:00,,https://twitter.com/twitter/statuses/1623254100165943297
1623249249109528584,"Bu asalakları başımıza musallat edenlerin Allah belasını versin.İnsanlar can derdinde,günlerdir aynı haberler.Doymadınız mı 10 yıldır sömürüyorsunuz kanımızı emdiniz! #suriyeliler #yağma #asker #polis #depremhatay #hatay #MARAS #adıyaman #Elbistan #antakya #iskenderun https://t.co/D5P0IQqZFF",2023-02-08 09:15:54+00:00,Twitter for iPhone,1,2,293,2020-03-18 16:23:24+00:00,https://t.co/D5P0IQqZFF,https://twitter.com/twitter/statuses/1623249249109528584
1623246559604342784,"Yağma sorununun devam ettiğini söyleyen mesajlar geliyor 
#iskenderun https://t.co/3qa9hUZuuU https://t.co/ZoBBLtC3hb",2023-02-08 09:05:12+00:00,Twitter for iPhone,84,27,12182,2021-05-03 00:56:25+00:00,https://t.co/3qa9hUZuuU,https://twitter.com/twitter/statuses/1623246559604342784
1623224118702211072,"@MertKara_2309 @FebixQ @ConflictTR Nah yalan haber. Dün iskenderun millet bahçesinin orada a101 i soyup soğaan çevirdiler, kapalı spor salonunun orada yağma yaptılar. Gözlerimle gördüm. Sen nerede oturuyorsun lan söyle!",2023-02-08 07:36:02+00:00,Twitter for iPhone,0,2,1,2022-11-11 04:59:26+00:00,,https://twitter.com/twitter/statuses/1623224118702211072
1623184339365142528,"Medya Hatayı vermiyo Hatay diger illerden daha farklı ve zor bi durumda Suriyeliler ve Türkler arasında resmen iç çatışma çıkmış durumda gelen erzaklar için çalma yağma Türklere vermeme , Türkleri tehtid etme bıçak çekme olayları varr #deprem #Turkiye #iskenderun #hatay",2023-02-08 04:57:58+00:00,Twitter for Android,3,2,60,2020-07-16 16:51:43+00:00,,https://twitter.com/twitter/statuses/1623184339365142528
1623027547322699776,"Yağma devam ediyor. 

#iskenderun #A101
#hatay #deprem #Hatay https://t.co/DFIjjZzvi4",2023-02-07 18:34:56+00:00,Twitter for iPhone,2,2,118,2017-06-24 08:45:14+00:00,https://t.co/DFIjjZzvi4,https://twitter.com/twitter/statuses/1623027547322699776
1623027213133131777,"#A101 #ÇOKACİL NERDE BU DEVLET  Adıyaman Merkez #deprem #iskenderun #afad

#yağma https://t.co/I8z6QHDDNr",2023-02-07 18:33:36+00:00,Twitter for Android,7,11,91,2013-02-09 10:07:59+00:00,https://t.co/I8z6QHDDNr,https://twitter.com/twitter/statuses/1623027213133131777
1622985907346235401,@sengorizmfan Iskenderun cok kotu ciliz yardimlar var.hava dondurucu yiyecek icecek yok.yagma ve hirsizlik basladi.polis asker lutfen mahalle aralarina gitsinler hasarli binalar sahipsiz ve yagma.kjzliya afad cadirlar yok arabalarda ve soguktayiz.iskenderun cok kotu cok,2023-02-07 15:49:28+00:00,Twitter for Android,0,0,23,2022-07-03 12:11:26+00:00,,https://twitter.com/twitter/statuses/1622985907346235401
1622968207358234629,Deprem sonrası yagma😤😤 #deprem #earthquake #earthquakeinturkey #hatay #iskenderun https://t.co/lFrI1qe4j9,2023-02-07 14:39:08+00:00,Twitter for Android,0,0,85,2012-12-02 10:02:25+00:00,https://t.co/lFrI1qe4j9,https://twitter.com/twitter/statuses/1622968207358234629
1622909309079150592,"@cataloglu1 @haskologlu Hatayda askerlik yaptım , 4.000 er dik. Tabur komutanının askerleri toplayıp en azından iskenderun bölgesinde asayişi sağlaması maksimum 3 saat. Bölgede yağma ve kaçırılma haberleri var. İskenderun limanı yanıyor. Oturup izlemek boş.",2023-02-07 10:45:06+00:00,Twitter for iPhone,0,0,157,2012-03-23 10:26:38+00:00,,https://twitter.com/twitter/statuses/1622909309079150592
1622887239410655233,"Insanlari acliga susuzluga zorlayip sehri kaosama suruklemek istiyorsunuz. Sonra birileri cikip yagma yapanlari vurun falan diyor. Yikim olsa sizden iyisi olmadigini biliyiruzda keske az birseyler yapabilseydiniz sehrimiz icin 
#Hatay #iskenderun #antakya #deprem @avcemilcicek",2023-02-07 09:17:24+00:00,Twitter for Android,2,3,2,2021-11-19 20:03:35+00:00,,https://twitter.com/twitter/statuses/1622887239410655233
1622760704825606145,Umarım Türk Silahlı Kuvvetleri işe uyanır çok büyük yagmalar olucak böyle pisliklere merhamet etmemek lazım! #iskenderun #Yağmacılar #yagma https://t.co/56kTgygIzL,2023-02-07 00:54:36+00:00,Twitter for Android,3,6,3,2021-09-22 19:56:57+00:00,https://t.co/56kTgygIzL,https://twitter.com/twitter/statuses/1622760704825606145
1622732541064093698,"Devlet yok yardım yok algısını yaymaya çalışan kim varsa haindir, yağma yapan kadar alçaktır. Ülke tarihinin en büyük en geniş afeti ile karşı karşıya iken bu kadar sorumsuz olmak neden??! #deprem #Hatay #seferberlik #iskenderun #nurdagi #Kahramanmaras #kahramanmarasdepremi",2023-02-06 23:02:41+00:00,Twitter for Android,0,3,1043,2012-09-05 02:16:29+00:00,,https://twitter.com/twitter/statuses/1622732541064093698
1622697991659466752,"Bu ortamda acımasızca yağma yapan şerefsizler var ülkede.
İnsanlar aç,üşüyor..
Bazıları ise yağma peşinde.

#Televizyon
#deprem 
#iskenderun 
#seferberlik",2023-02-06 20:45:24+00:00,Twitter for Android,0,0,114,2023-01-12 19:27:34+00:00,,https://twitter.com/twitter/statuses/1622697991659466752
1622692931789549568,"Fırsatçılık   ✅
Yağma        ✅ 
Fahiş zam  ✅
Ahlaksızlık ✅
Depreme dayanıklı evlerimiz ✅
- Biz ne zaman bu hale geldik ne ara insanlığımızı kaybettik arkadaşlar. Hiç mi zorunuza gitmiyor merak ediyorum sadece. #deprem #iskenderun #hatayyardimbekliyor",2023-02-06 20:25:17+00:00,Twitter for iPhone,0,2,98,2021-04-10 12:41:24+00:00,,https://twitter.com/twitter/statuses/1622692931789549568
1622691337953738754,Yağma girişimi nedir ya❗️❗️ALLAH belanızı versin.Bu hainlere 1999 depreminde olduğu gibi VUR EMRİ verilmelidir.. #deprem #hataydepremi #iskenderun #kahramanmarasdepremi,2023-02-06 20:18:57+00:00,Twitter for iPhone,0,2,102,2016-01-26 14:02:46+00:00,,https://twitter.com/twitter/statuses/1622691337953738754
1622680480817594369,#deprem #Hatay #iskenderun #adıyaman #gaziantep #Enkaz  #enkazaltındayım #foxtv #malatya #yağma #afad #yas Bir Belgesel gibi anlatmış anlayan çıkarsa…! @candundaradasi  Allah enkaz altındakilerin yardımcısı olsun ailelerine sabırlar… Bir çocuk bir ülkeyi kurtarabilir… https://t.co/m6Wfsa3taV,2023-02-06 19:35:49+00:00,Twitter for iPhone,0,0,224,2009-12-02 23:09:18+00:00,https://t.co/m6Wfsa3taV,https://twitter.com/twitter/statuses/1622680480817594369
1622640061853335557,"Depremden sağ çıkan ancak kronik hastalığı olan hastalar için ilaç bulmak imkansız tüm eczaneler ;yıkılmış ya da zarar görmüş olmasa bile , sanıyorum ki yağma riskinden dolayı kapalı. Burada da güvenlik güçlerine duyduğumuz ihtiyacı bu örnek ile belirtmek isterim. #iskenderun",2023-02-06 16:55:12+00:00,Twitter for iPhone,1,0,66,2013-10-28 20:00:18+00:00,,https://twitter.com/twitter/statuses/1622640061853335557
1622630245256790016,"Google ""Deprem Güvenli Bölgeler Haritası"" nı açıkladı. Dışarıda kalan depremzedelerin sığınabilecekleri kurum ve işletmeleri bulabilirsiniz.
https://t.co/V4qN267VVZ

#Turkey Televizyon Adıyaman Yağma #Turkiye #deprem #iskenderun #nurdagi",2023-02-06 16:16:12+00:00,Twitter Web App,1,2,272,2011-11-18 14:43:56+00:00,https://t.co/V4qN267VVZ,https://twitter.com/twitter/statuses/1622630245256790016
1622627335101984771,"@dbakirvalilik YARDIMLARA SAHİP ÇIKIN !!!! Yağma var !!!
#Gaziantep #Kahramanmaras #DepremiOldu #depremgaziantep #nurdagi #ACİL #Turkey #iskenderun #sanliurfa #Enkaz #ENKAZALTİNDAYİM #Hatay",2023-02-06 16:04:38+00:00,Twitter Web App,0,0,83,2013-12-23 13:50:08+00:00,,https://twitter.com/twitter/statuses/1622627335101984771
1622627189953798144,"Bu Öğretmen arkadaşımın dedesi saatlerdir enkaz altında,
Ama gidip #Hatay için yardım istiyor.
Ülkemin kansızları ise fırsatını bulmuşken #Yağma yapıyor.
İnsanla insancık arasındaki farkı her felakette bu kadar net bu ülkede görüyoruz!

#iskenderun https://t.co/AvFw99HZoi",2023-02-06 16:04:03+00:00,Twitter for Android,1,1,228,2016-02-19 22:39:25+00:00,https://t.co/AvFw99HZoi,https://twitter.com/twitter/statuses/1622627189953798144
1622627184878682112,"YARDIMLARA SAHİP ÇIKIN !!!! Yağma var !!!
#Gaziantep #Kahramanmaras #DepremiOldu #depremgaziantep #nurdagi #ACİL #Turkey #iskenderun #sanliurfa #Enkaz #ENKAZALTİNDAYİM #Hatay",2023-02-06 16:04:02+00:00,Twitter Web App,0,0,83,2013-12-23 13:50:08+00:00,,https://twitter.com/twitter/statuses/1622627184878682112
1622627086899810311,"@TurkcuPaylasim YARDIMLARA SAHİP ÇIKIN !!!! Yağma var !!!
#Gaziantep #Kahramanmaras #DepremiOldu #depremgaziantep #nurdagi #ACİL #Turkey #iskenderun #sanliurfa #Enkaz #ENKAZALTİNDAYİM #Hatay",2023-02-06 16:03:39+00:00,Twitter Web App,0,0,83,2013-12-23 13:50:08+00:00,,https://twitter.com/twitter/statuses/1622627086899810311
1622626272286310402,"@OguzhanUgur YARDIMLARA SAHİP ÇIKIN !!!! Yağma var !!!
#Gaziantep #Kahramanmaras #DepremiOldu #depremgaziantep #nurdagi #ACİL #Turkey #iskenderun #sanliurfa #Enkaz #ENKAZALTİNDAYİM #Hatay",2023-02-06 16:00:24+00:00,Twitter Web App,0,0,83,2013-12-23 13:50:08+00:00,,https://twitter.com/twitter/statuses/1622626272286310402
1622625147956895744,Deprem bölgelerinden #yagma haberleri geliyor yetkililer lütfen müdahale edin. #deprem #Turkey #iskenderun #Tsk @suleymansoylu @TC_icisleri https://t.co/14yMkUEVc3,2023-02-06 15:55:56+00:00,Twitter for Android,0,1,116,2017-01-20 08:17:48+00:00,https://t.co/14yMkUEVc3,https://twitter.com/twitter/statuses/1622625147956895744
1622625002204930050,"#deprem 

Deprem bölgesinde yağmacılık haberleri geliyor. Polis ve askere vur emri verilmelidir.
Böyle bir günde yağma yapan vatan hainidir ve aldığı nefes haramdır... @TC_icisleri 

#malatya #adana #pazarcık #adıyaman #hatay #osmaniye #iskenderun #gaziantep",2023-02-06 15:55:22+00:00,Twitter Web App,3,5,353,2020-02-17 17:38:30+00:00,,https://twitter.com/twitter/statuses/1622625002204930050
1622624897158586369,"@haluklevent YARDIMLARA SAHİP ÇIKIN !!!! YAĞMA VAR !!!
#Gaziantep #Kahramanmaras #DepremiOldu #depremgaziantep #nurdagi #ACİL #Turkey #iskenderun #sanliurfa #Enkaz #ENKAZALTİNDAYİM #Hatay",2023-02-06 15:54:57+00:00,Twitter Web App,0,0,83,2013-12-23 13:50:08+00:00,,https://twitter.com/twitter/statuses/1622624897158586369
1622623740344279040,"YARDIMLARA SAHİP ÇIKIN !!!! YAĞMA VAR !!!
#Gaziantep #Kahramanmaras #DepremiOldu #depremgaziantep #nurdagi #ACİL #Turkey #iskenderun #sanliurfa #Enkaz #ENKAZALTİNDAYİM #Hatay",2023-02-06 15:50:21+00:00,Twitter Web App,0,0,83,2013-12-23 13:50:08+00:00,,https://twitter.com/twitter/statuses/1622623740344279040
1622622607722876928,"DM’ler gelmeye devam ediyor. @DepremDairesi @AFADBaskanlik @HatayBSB @HatayValiligi

Sahte TSK’ya Adıyaman #Sakarya #SONDAKIKA Asker Yağma #seferberlik #OguzhanUgur OHAL ÖNEMLİ DUYURU AFAD #iskenderun #deprem Yunus Sezer #spkgovtr sahte #CANLI #borsakapalıolsun https://t.co/VIffcu08qq",2023-02-06 15:45:51+00:00,Twitter for iPhone,0,0,28735,2019-08-14 09:47:25+00:00,https://t.co/VIffcu08qq,https://twitter.com/twitter/statuses/1622622607722876928
1622622230730444800,"Böyle bir DM geldi hızlıca yayalım arkadaşlar. @DepremDairesi @AFADBaskanlik @HatayBSB @HatayValiligi

Sahte TSK’ya Adıyaman #Sakarya #SONDAKIKA Asker Yağma #seferberlik #OguzhanUgur OHAL ÖNEMLİ DUYURU AFAD #iskenderun #deprem Yunus Sezer #spkgovtr sahte #CANLI #borsakapalıolsun https://t.co/VQb0bBPYXI",2023-02-06 15:44:21+00:00,Twitter for iPhone,5,5,28735,2019-08-14 09:47:25+00:00,https://t.co/VQb0bBPYXI,https://twitter.com/twitter/statuses/1622622230730444800
1622620124057313283,"Deprem bölgesinde YAGMA yapanlara karşı  kolluğa VUR EMRİ verilsin, canlı yakalananlar hemen TUTUKLANSIN.

 #iskenderun",2023-02-06 15:35:59+00:00,Twitter for Android,9,21,903,2013-03-02 20:50:22+00:00,,https://twitter.com/twitter/statuses/1622620124057313283
1622618790444908546,bir arkdaşımızın ailesi iskenderun'da şu an gıda sorunu yaşıyor ve yardımın ulaşmadığını söylüyor. yağma?,2023-02-06 15:30:41+00:00,Twitter for Android,0,2,2191,2011-10-18 21:30:51+00:00,,https://twitter.com/twitter/statuses/1622618790444908546
1622618179972345858,Yağma haberleri gelmeye başladı. TSK’dan vur emri bekliyoruz! 99 depremindeki rezilliği tekrar görmek istemiyoruz. #deprem #iskenderun #nurdagi #Tsunami #Sakarya #ENKAZALTİNDAYİM,2023-02-06 15:28:15+00:00,Twitter for iPhone,0,2,441,2010-07-23 23:07:22+00:00,,https://twitter.com/twitter/statuses/1622618179972345858
1622613502236975105,"Depremden etkilenen bölgelerden yağma görüntüleri gelmekte.

Yağma yapan şahısların büyük bir çoğunluğunun yabancı uyruklu oldukların görmekteyiz.

İnsanlar can derdindeyken bunlar nelerin peşine düşüyor...

#deprem #nurdagi #Turkey #iskenderun #Sakarya #PrayForTurkey",2023-02-06 15:09:40+00:00,Twitter for Android,0,2,315,2022-04-11 12:01:10+00:00,,https://twitter.com/twitter/statuses/1622613502236975105
1622606195591708674,"Sabahtan beri bir Allahın kulu yardıma gitmedi koskoca şehre. Kız arkadaşımla konuştum açlar. Her yer yağma edilmiş. Neredesiniz! 
#ahbaphatay
#deprem #Turkey #nurdagi #iskenderun #ENKAZALTİNDAYİM #kizilay",2023-02-06 14:40:38+00:00,Twitter for Android,0,1,289,2021-11-24 10:43:04+00:00,,https://twitter.com/twitter/statuses/1622606195591708674
1622603275500388353,"Gidipte şu felaketten yararlanıp yağmalayanların, hırsızlık yapan tüm şerefsizlerin Rabbim belasını versin!!! #Turkey  #yağma  #deprem #ENKAZALTİNDAYİM #hırsızlık #Turkiye  #PrayForTurkey #iskenderun #kizilay  #nurdagi #AFAD",2023-02-06 14:29:02+00:00,Twitter for iPhone,1,2,197,2019-07-04 12:00:25+00:00,,https://twitter.com/twitter/statuses/1622603275500388353
1622532395915177987,"Marmara depremi için hazırlanan ilk 24 saatlik acil eylem planını derhâl uygulayın.

Yağma ve iç karışıklık olmaması için giriş çıkışları Mehmetçikle kapatın.

#deprem #TurkeyEarthquake #Gaziantep #Adana #ACİL #iskenderun #sanliurfa #Enkaz #mersindeprem #Osmaniye #Malatya",2023-02-06 09:47:23+00:00,Twitter for Android,4,5,1858,2010-12-03 14:38:43+00:00,,https://twitter.com/twitter/statuses/1622532395915177987
1622449718742720518,"@KucukkayaIsmail Hatay merkez ilçesi olmak üzere iskenderun antakya Belen Kırıkhan hassa bir çok yer, mahvolmuş durumda insanlar panik halinde , şanlı türk ordumuz lütfen göreve yardıma gelsin devletimiz yetisyor ama afadla koordineli çalışsa daha iyi olur. Bazı yerlerden YAĞMA HABERLERİ GELİYOR",2023-02-06 04:18:51+00:00,Twitter for Android,2,2,37,2022-07-24 19:43:10+00:00,,https://twitter.com/twitter/statuses/1622449718742720518
1623813292345942016,"Ekrem İmamoğlu yağma ENKAZDA SES VAR!
Antakya Merkez, Emek Mah. Ümit Sokak Nazır Apt. B Blok Kat:1 - 
Burak Nazir - 0545 652 02 98",2023-02-09 22:37:12+00:00,Twitter for Android,2,1,28,2022-02-25 10:32:32+00:00,,https://twitter.com/twitter/statuses/1623813292345942016
1623813141455945731,"Depremzedeleri yağmalayan mültecilere ait görüntüler gelmeye devam ediyor. 

#deprem #hatay #yagma #turkey #suriyeliler #dayak #dilaragonder #HalkTV #kamera #ozgurozel #OguzhanUgur #AHBAP #antakya #hatayiskenderun #Hataysamandağ #hataydeprem #Hataykırıkhan https://t.co/cbSN826yOg",2023-02-09 22:36:36+00:00,Twitter Web App,0,1,18858,2015-09-07 00:28:34+00:00,https://t.co/cbSN826yOg,https://twitter.com/twitter/statuses/1623813141455945731
1623806637013172225,@Darkwebhaber Ah ulan bu kadar bireysel silahlanmaya karşı çıkmasaniz destek verseniz bu iş olsaydı bu adam şu an en iyi topal ve parmaksız olurdu ve su an Antakya merkezde dolanan yağma guruplarında mezarda olurdu,2023-02-09 22:10:45+00:00,Twitter for Android,0,0,115,2012-09-22 19:08:38+00:00,,https://twitter.com/twitter/statuses/1623806637013172225
1623805495373963266,"AKEVLER MAHALLESI 432. SOKAK TORUNLAR APT NO8 İCKAPI NO7 HATAY/ANTAKYA
teyitli güncel 
Enkazda yaşıyor dakikalar önce yazdı
Mertcan güler: 0538 490 91 51
#Yağmacılar #depremsondakika #mersinkyk #Yağma #istifa #starbucksbitti #starbucksBoykot 
#OguzhanUgur #asiye 
@AFADBaskanlik https://t.co/vbVIng2yPJ",2023-02-09 22:06:13+00:00,Twitter for Android,5,2,295,2015-01-19 16:32:35+00:00,https://t.co/vbVIng2yPJ,https://twitter.com/twitter/statuses/1623805495373963266
